energy,pretty_formula
-512.45249556,MoSe2Cl4O
-1090.42870913,NaCoPO4
-347.27341681,Mn2InC10ClO10
-819.17709709,Fe2Os(CO)12
-1018.24989325,Fe4Te2MoC14(SO7)2
-823.54978804,Fe3MoC11SeS3O11
-762.16171792,V3P4Pb2O17
-1315.27623863,Tb(BO2)3
-144.78680386,TeS7Br2
-1434.27157906,AlPO4
-307.63899202,Ba5Na2Ru3O14
-265.72534975,CsRe3(S2Br)2
-231.5883306,MnSb6(Pb2S7)2
-349.39002524,HfGe2Rh
-215.04771007,Pr3Sn13Rh4
-271.46283722,Cu2P8Se3Br2
-157.37369448,Rb3Nb2AsSe11
-157.57223765,Cs3Nb2AsSe11
-224.86657255,Yb2Te5O13
-164.8650175,K3Ta2AsSe11
-187.18557257,Yb5Cu11Sn8
-192.11412582,Yb2Te4O11
-339.95161641,Ag7P3S11
-735.49984008,C7SeNF5
-190.80165502,In4Cu9
-547.46955516,RbC2N3
-1242.76343,C
-693.84824241,Ce6Ge9(BO15)2
-728.16246706,CsSb3F16
-536.67946819,K5CeCu2(NO2)12
-401.63748248,Cs4Re6C4S9N4
-407.96926199,Ba4LaGe3SbSe13
-527.87175511,Ni13Sn8P3
-726.80056808,Rh8C20O19
-242.40097847,Ho(FeSn)6
-688.37804196,Nb14S5
-317.00819617,BaU(SeO4)2
-580.91143545,Na2MoC3SeN3
-523.93096148,Pr2Fe14B
-716.48669236,KEr3F10
-850.47468408,MgIr
-186.79813563,SiO2
-297.89137855,AlP3(NCl3)3
-918.36601051,Ca10Pr4Cu24O41
-1035.39262294,SiO2
-1013.75845571,SiO2
-798.32285074,KTaPS6
-338.75032596,SbSNF6
-346.23444812,Nd4CuTe5(ClO5)3
-926.23818309,Gd3RuO7
-788.16342095,C2F
-577.11508109,GaP3(NCl3)3
-679.67143107,Cd7Te7Cl8O17
-1494.79171308,SiO2
-535.94428061,Sm15(Ga11Ni13)4
-964.56348898,Cs5Ag4C8IN8
-1085.44483134,Pr2(SeO3)3
-608.23558124,K6Yb3(PS4)5
-267.04688172,Ho(IO3)3
-1603.73435425,Rb8U9O31
-240.30969354,RuOF4
-457.9098483,TaO2
-255.42154084,Al(SeCl)4
-396.196413,CeTmS3
-212.31932207,Yb11(U2S11)2
-790.63781515,Ce15B8N25
-1072.02743146,Na3Mg(BO2)5
-293.25694788,Cu4Bi4S9
-310.36797378,Ce7(GePd2)2
-1103.46254915,Re3C14NO16
-353.8417332,Ce3NbS3O4
-165.61209195,CuBi(PSe3)2
-28.86790664,BaS2
-300.16978102,Eu2Si3Ni8
-333.82828554,LaYbS3
-657.01346535,Ti9Fe2(B4Ru9)2
-350.14048052,YbCeS3
-449.70090957,Ag3TeIO4
-303.99286695,Ba19(InN)9
-1115.90399544,K8Ti5P2(O4F11)2
-223.66006084,Eu8C4I9N7
-161.09768388,Ba2In13Ir4
-161.22670585,Sn14Sb11Pt8
-245.54550541,Bi9AuBr9
-222.59543057,Y2Te4O11
-1400.96074592,SrB8O13
-380.61823798,Ce12C6I17
-201.25150218,Sn4Sb6S13
-261.82167642,LaTlGeSe4
-983.43005793,Li2SiN2
-185.86665644,Mg3(MnAl9)2
-270.99215541,Li3Bi(PO4)2
-80.14898561,CdI2
-183.41312275,Mg3(TiAl9)2
-641.64598408,Ba21(Cd2Sb9)2
-604.21454425,Ba3Gd2(PS4)4
-135.73356525,K29NaHg48
-261.74923972,Li3Bi2(PO4)3
-511.00013386,LiSn6P7O24
-499.44629039,Sn6P7O24
-405.92571968,Tl7Bi3I16
-1082.6544377,Ti4(PO5)3
-318.39726298,LiTi(PO3)5
-1430.0484077,Ti5(B6O13)2
-329.74653181,Li2Ti(PO3)5
-203.7895161,AsS
-246.5679476,LiSb(PO3)4
-233.28169842,Sb(PO3)4
-295.37234965,LiSbP2O7
-495.61720215,LiBi(PO3)4
-467.56289046,Bi(PO3)4
-118.39998118,Ba4NaCu(CO5)2
-327.40411077,LiSb2P5O16
-295.19399397,LiSbP2O7
-329.76261922,Li2Ti(PO3)5
-295.69286871,LiBiP2O7
-399.87699431,Eu3Sb4S9
-641.3601385,LiTi(PO3)5
-283.74703887,LiCuP2O7
-362.12987297,K3(Na13In24)2
-582.64505825,Sm11Br24
-435.92134278,Mg2Al4Si5O18
-707.09826832,KLi3Si12(SnO15)2
-467.84844233,Sb(PO3)4
-495.30674372,LiSb(PO3)4
-294.05614301,LiSnP2O7
-564.23655358,Li3Bi3P8O29
-594.57315886,Rb2EuGa(SiO3)4
-349.20122973,Li3Sn2P5O16
-313.78795807,Li2Sb(PO3)5
-356.91722838,Sn(PO3)3
-296.18806211,LiBiP2O7
-430.31939219,LiSn2P3O10
-466.60752476,Bi(PO3)4
-268.78513827,SbP2O7
-496.56901666,LiBi(PO3)4
-406.13795486,Sn2P3O10
-381.98120564,LiSn(PO3)3
-524.42552928,Li3Bi2(PO4)3
-496.59485144,LiBi(PO3)4
-481.36092656,LiSb2(PO4)3
-381.77951484,LiSn(PO3)3
-46.55645094,Cu2Se
-559.79237871,LiNbP4O13
-573.00377179,Sb(PO3)5
-522.45236808,Li3Sb2(PO4)3
-216.55696093,USe2
-133.6462072,MoCl4
-4.91479687,AgI
-26.11485611,FeS
-26.51155108,CsO2
-113.89325886,Gd2O3
-32.4394406,Sn3P4
-98.20397527,Bi4O5
-294.22334399,Al2O3
-179.73591114,HN
-754.57869892,Ce16O27
-6.83714351,InSb
-70.36035095,W2C
-24.71566645,CuS2
-105.1290054,Cu17Se10
-184.0045633,Cu27Se20
-6.14559102,HCl
-84.52353232,Bi2O3
-395.47630467,Pr27Se40
-526.75589071,Nb25S48
-79.76712271,Cu13I15
-367.5149287,Zr10C9
-212.05900188,As12S13
-324.97715912,Ce13O24
-201.26771268,Al2S3
-184.67833745,UO3
-157.27705852,MoCl3
-148.15736479,Fe2S
-197.63618225,SN
-19.97687773,TiS2
-49.87171607,BeF2
-23.26547154,Cu2Se
-28.234756,Bi2O3
-487.36627276,Pd7O8
-1.06392139,I
-7.08156796,GaSb
-40.48934842,CaC2
-19.849536,PtCl2
-27.13885092,VSe
-2.82973187,S
-269.12317263,Cr5S8
-162.83372947,V12P7
-587.98824929,Al2S3
-292.79719655,Al2O3
-189.37185543,H2O
-227.96121457,Sb6O13
-189.07934954,Yb2S3
-385.78344583,Yb43Se45
-63.03036345,Sc2Se3
-315.01888014,Tm23Se32
-89.55911097,IN3
-168.5952159,Yb2Se3
-364.33862215,BaNa4Ti2Si10(BO15)2
-331.09102147,Sc20O19
-177.22124179,Sn2As2H22C7(ClO2)2
-95.56125258,KY2Ti2S2O5
-58.48909682,H2O
-54.06768176,LaO3
-455.40769009,Fe7S12
-253.30572993,Er2S3
-228.40927603,K3B17
-117.93446249,Cu9S5
-265.77591755,Zr3S4
-406.77561627,Gd2S3
-291.11857304,Al2O3
-142.29222674,TiNb2Zn(PbO3)4
-142.44020858,TiNb2Zn(PbO3)4
-91.80104844,KMgH5(SO5)2
-579.33486929,La39Se56
-161.01353462,Ba2Tm2Al3Si5N11O3
-174.72663477,EuTi2CdO6F
-250.46873345,Ti13S24
-228.12270301,Co2S3
-371.83337525,Ti10O11
-109.05676125,TiH12N3F7
-174.55072298,GaGe5H6C4NO12
-152.1722874,Fe2N
-136.25282049,CsTiNb(O2F)2
-162.08726851,LiAlSi2H2O7
-914.69672655,Bi2O3
-425.73748731,Zr3S4
-165.35340961,K3P2H(O3F)2
-77.57126735,Sm2O3
-207.67064339,Sr2La6TiCu3O16
-166.78832644,Na2Pr4Br9NO
-176.88969963,BaYbAl2Si2N5O2
-231.13687894,K2Ba6Yb3Bi5O24
-280.7304202,U2Te3
-35.58263055,Ag2Te
-27.6510799,K5As4
-589.28232631,Rh9Se20
-162.68681838,CaLaMgTaO6
-242.16151448,Sr8La3(RuO7)3
-133.82957265,MgC2S2(OF3)2
-364.3739508,Mn14Sb13
-310.28857272,BaSm5Al3Si9N20O
-238.61333239,Ba4La2Ti3Nb2O18
-115.53974143,K2NaNb(OF2)2
-306.27047672,K2LiTa6(PO8)3
-226.2053534,NaCa2SiO4F
-251.89143829,Co19Te34
-279.65006741,NaCeH2S2O9
-316.60614837,Co27Se32
-308.02204074,Na8Al6Si6O25
-266.8939095,KMg3AlSi3(O5F)2
-346.17360138,Pu2Te3
-166.8876461,Ba2Yb2Al4Si3(N5O2)2
-209.95439638,As24S25
-609.14703226,Sm39S56
-330.57711871,NaYbTiNbO6F
-276.83589124,Na2Al2Si3(HO3)4
-135.43439599,Te16Rh11
-360.99201366,Te40Rh31
-356.01190525,Mn27Sb26
-186.36643333,Ba4TlBiPb2O9
-592.12721553,Fe24N11
-222.04901992,Tb4F15
-203.72765508,Ta2O5
-121.49303831,Cu18S11
-88.23564038,V2N
-20.21220379,K2O
-319.56933385,U12O19
-207.57075745,Sm2Te3
-135.70813794,H16PtC4(NCl3)2
-299.81211053,Na3CaAl4Si8ClO24
-338.08046463,Np2Se3
-598.42892315,Cu25Se26
-161.38142113,U5O11
-186.78480429,Ba2Ho2Al3Si5N11O3
-424.69544324,Ta22O21
-79.07843359,In2S3
-57.01484887,Ca2F
-175.79982231,KNaZr2Be(PO4)4
-44.7060555,Tl2O3
-67.43450748,TaO10
-157.13898914,Sm5Se9
-18.13404749,VSe2
-37.64800478,Fe3Se4
-122.6395457,Cu11S20
-222.58503202,ZrSe
-341.48487041,Tb8O13
-161.570716,BaYbAl2SiN5O2
-69.23605635,Sc2S3
-116.5291495,Cu19Se11
-359.82917262,Nb11S12
-711.53684229,Zr27O49
-476.33659266,Sc29S42
-272.85109515,Zr5I18
-307.11491373,W9C4
-214.42304694,Al2O3
-294.43731175,NaCaScZn(SiO3)4
-278.80101195,Ni23Te42
-244.46001543,Ba2CeC3O9F
-189.92521532,Sr2Er2Al3Si5N11O3
-231.97258351,Tb2Se3
-187.98545732,Ta10O9
-262.4189836,Tb5Te9
-268.52831397,Ba20As13
-28.21156831,Te8I3
-118.92962369,Cr2Te3
-75.13244233,TiS2
-226.69685311,In2Br3
-30.20467515,TePb
-33.87064997,Sr4N3
-751.71458478,Tb8Se15
-294.80741946,Al2O3
-229.92463275,Ho2Se3
-161.96071565,BBr
-206.06349546,Yb16S29
-391.61518574,V23Se40
-61.60688991,Ag2Te
-97.96771946,IF7
-255.99567419,Nb16N9
-131.96537348,CrTe2
-91.47105333,Cu9S16
-118.24338253,US2
-23.618342,YbBr3
-113.35601139,Sc2Te3
-543.63481204,Zr19O40
-39.12023606,Fe2Te3
-416.32515719,K11B62
-596.33455786,Nb32N27
-312.35938477,Sc12I25
-273.28666777,K57Se34
-232.68869728,Ga2O3
-121.81082738,HfO2
-139.82544823,IrSe3
-88.57259793,Cu14I19
-91.00897066,SiO4
-54.76069356,Cu9Se5
-58.22213153,Cu9S5
-127.9143601,Yb5S9
-176.43733536,Al2Se3
-189.08532945,Ni19Se20
-241.64308944,Cu39S20
-194.52727884,Fe7S8
-397.34597398,Co17Se20
-37.89776186,BiF3
-78.23508987,Ce2SbO2
-68.35506643,U2AsSe
-17.56259311,BN
-9.94382066,CdTe
-62.97321755,Ho2O3
-25.49158877,K5Sb4
-29.29868914,PbF2
-105.66344247,TiO
-41.52204179,ZrCl3
-46.39171023,IF7
-98.92310956,Cu16I19
-271.05058227,BeF2
-453.3301666,In2Br3
-676.38768282,SiO2
-575.12910896,Yb29S30
-186.98237396,Cu29Se19
-331.07319958,Li4Ti5O12
-255.13913915,SrLaTl(AsO4)2
-172.06059797,Tl2Ag16Te11
-659.96869436,Sc39N34
-372.86562862,Nb12TlTe16
-678.57223806,Na8Ga42O67
-459.29672484,U11Se20
-464.3781314,Sc22Fe7S40
-930.20653137,Sr7Al12O25
-295.04544495,K2OsO5
-1068.30497246,Nd2(Mo3Se4)5
-194.62206719,CdPbO3
-580.81133768,Y16Ti16O35
-441.24031233,Nd6MnS10
-379.4060018,LiMg7N5
-759.08381449,Cr3GaS6
-243.96054898,InSnBr3
-133.9742945,TiZnH12(OF)6
-219.04782136,Ag13Bi15I64
-518.90675395,AlPO4
-586.92332942,Sr22Nb10O47
-1284.22983822,Sm5(Mo3Se4)12
-168.32622028,Ca3TaGa3(SiO7)2
-430.64623124,Ti4P8S29
-717.54259281,CaAs3F15
-292.98263149,Ca5Cu19As10
-950.66907626,Bi15AsO25
-422.60692049,Li20B54O
-1262.88375533,Bi12Ir12O41
-448.42820179,Cu4Sn15S32
-1156.27426433,Bi16Ru16O55
-536.69017762,Ca2NF
-968.24636439,Bi15PO25
-492.24878409,Cd18Sn19O56
-795.79301209,Y2Ti2O7
-158.27165896,Ge9(Sb5Te12)2
-283.80811797,Tl2In3Se5
-796.86298734,Sr8Ru7O24
-813.29543182,Eu2Al42O65
-120.14800258,Cs2LiMn(CN)6
-395.34751882,Tl3(V3S4)8
-1006.58507712,LiNbO3
-317.22372374,Tb11CuSe16
-177.76629316,Na3SmBr6
-598.1184648,K24Zr18Se91
-306.6510555,Hg15(As2Cl3)4
-558.1879266,Na11Ti20O40
-342.32471358,Ca22H51Rh11
-472.19119837,LiNi3P2
-960.94709045,Li11Ta37N48
-360.14291519,Tl18Ag59Se39
-355.00485601,Sn(PCl6)4
-646.00719153,Nb20(O13F7)3
-830.16508015,BaNb8O14
-1285.90440317,Pr5(Mo3Se4)12
-286.35612094,Na16Be8H15
-373.60767577,Tc6BiO18
-453.18541371,Na2PdO3
-909.10989702,Hf3Sc4O12
-117.20578057,K2NaAg3(CN)6
-702.27935347,K(Zr3I7)4
-552.09547921,Ba25(Bi5O18)3
-474.04384349,Ti14O7F60
-143.12004027,Ag15Bi7I40
-441.18124246,Pr6MnS10
-1293.28099873,K7(Mo9S11)4
-202.79297194,TlOF
-450.94104489,Ca28(Yb5S16)3
-479.2652139,Ga2CuO4
-479.97876229,HgAsS2
-229.649938,Ag3(Bi2Br3)7
-298.26097587,Be3Zn4Si3SO12
-111.95116951,FeCu3S8
-61.93842802,Li2VCl4
-112.57561408,CsTaSe3
-109.47693969,K2UF6
-423.6151365,Cs10(Mo2N5)3
-92.43960988,Ba2PPd2
-168.99070291,Na11N7O16
-67.53031388,FeAgTe2
-331.32211023,Ba7U7O24
-384.79188606,Y10U4O27
-735.68647492,Nb40N21O16
-574.13114901,Li26(B24O)3
-1277.71970083,Re8Pb8O27
-925.99876832,Mn17Nb31N48
-399.92825759,Na2PrO3
-422.24247799,Gd7Ti8O26
-543.78444152,Ta24Ti5Se48
-666.19965705,Sn5(Mo3S4)12
-1119.92280708,Li6Ti9O20
-239.11849325,Yb7Mg3Ge8
-98.97314099,RbCS(OF)3
-1021.59817878,Li5Ti12O24
-234.03107687,AsN2F7
-381.96957256,Ti(PCl6)4
-452.85944604,Yb2TiO5
-412.25148364,Sc10Mn17S32
-464.19322735,Sc14Cu14O37
-252.63740951,Nb3(Bi5Cl9)2
-740.03517703,Tm10Ti6O27
-321.77321207,Li4SiO4
-1123.972536,Zn(Bi19O30)2
-449.32571437,Pr(FeSb3)5
-408.10822414,V(MoS2)2
-345.70703035,Mg9(In13S24)2
-212.40765726,K4Pt2I9
-241.61856538,Li7(Ga3Te5)8
-234.42070638,Cd4Bi2O7
-178.30473968,Nd10US16
-156.83730583,Rb5Tc3S7
-566.05385261,Ba20Nb19Se60
-54.2823215,CdGeO3
-26.35505967,In4SbTe3
-541.07573303,Ti2(Mo3Se4)5
-106.36908785,Er7(CuTe4)3
-212.39518179,Eu2Zr2O7
-556.26825782,Er14Ti10O41
-172.30562848,Al2Hg5Se8
-30.36066885,In4As3Se
-102.60154538,Pr3(ZnAs3)2
-172.60278393,Ba6Nb5S17
-46.78676704,Ag8GeTe6
-906.30793128,Ce14Gd18O55
-124.59213443,Gd5AgSe8
-118.99481961,NiMo3S4
-400.6416489,MgIn2O4
-73.05115622,Li5SiP3
-122.76960224,Li2CrCl4
-500.39359325,Ta6Pb4O19
-16.13587601,Ag4SI
-459.75474997,Na3AlP3NO9
-185.69567305,Ce2Nd2O7
-239.34486058,Ce4Y6O17
-169.75501923,Li3ScCl6
-620.37361953,Ca3(PO4)2
-228.25661837,KSn2F5
-393.33187576,Y2Ti2O7
-345.72092927,Nb24I35Br9
-276.41329836,Sr6Nb2O11
-264.31866362,U7Cd3O20
-187.7916296,Y(PO3)3
-163.17606772,MgU2O6
-307.14498252,Li7Nb8O24
-227.54156292,Zn4B2O7
-243.12081648,Gd3NbO7
-1210.22894972,Bi12Rh12O41
-114.30442577,CePaO4
-229.32165306,Sr3Pr4O9
-216.77783202,Fe(Mo3Se4)2
-313.88881055,LiNbO3
-354.84343053,Ga6Te10Pb
-754.44009571,Er18Ti14O55
-341.9071699,Nb12I21Br
-423.63535641,Sc13Cu13O33
-292.726648,Tl9SbTe6
-953.19184991,Li3(Nb2Cl5)8
-618.22798551,Nb8P15O56
-773.48769223,Ti3CuS6
-612.68612852,Li7Nb8O24
-278.16218268,Tl3In2Se5
-739.87311378,Cu23(Sb4S13)2
-690.59604818,Li(ReO3)5
-207.48737156,Ag13(BiI4)14
-677.94558942,KSn2F5
-1146.50008075,Bi15Ru16O55
-802.18909206,Li5TiN3
-659.64030363,Na19Zr11S30
-237.60622918,Ag15(BiI4)16
-765.17524983,Li17Nb20O60
-997.45926725,Ti24Ga5S48
-964.16273413,Si(Bi3O5)5
-723.4517491,Zn(Bi25O38)2
-561.40842396,Y40Si13S27
-292.12056684,K3Ba2Pr2(BiO5)3
-747.49223178,Li5SiN3
-1518.54796872,Li20Nb19O60
-573.70950861,Na7Al11Si13(AgO12)4
-642.92241091,Sr5Li25La7Nb8O48
-1077.51284268,K2YbTi(PO4)3
-330.57747015,Cu2H4C4N3O
-541.91889121,Nd4AlSi5(NO)7
-804.44840468,Na2TbO3
-252.73143367,Yb15Mg5Ge16
-619.77196679,Ce4Si4N7ClO3
-678.82580127,KSn2F5
-653.77131856,CaGd2Zr(GaO3)4
-385.59725281,Na6Ga5Si7H15O32
-396.86431786,BaNa2Al4(SiO4)4
-519.72040192,Na7Bi3P12(Pb5O24)2
-604.96267861,Na3Zr2Si2PO12
-324.73938419,Ba6Fe14Cu11S27
-795.72400243,Ba10Mg3ZrTa6O30
-410.67997239,Ca17(Y7S19)2
-683.7053266,Ca16MgAl14Si9O56
-330.9487258,Cr2CoSe4
-544.14523773,Sr2La14Mg4(Ga4O15)3
-482.12044918,Ta22(CuS12)3
-632.07399689,Ba6Tb3Nb(SnO9)2
-819.2201723,Na11La7Th2Ti20O60
-681.40316497,Na17Pd15F48
-438.96287053,Lu2FeS4
-542.56128016,Sr2La14Mg2Ga14O45
-1688.68745707,Zr25Sc6O59
-884.0845463,PuSi6H54(C6N)3
-1085.42798845,Ca5Mg5P5O21F4
-1451.87128554,Ba20Y10Cu(Ru3O20)3
-573.05425278,Rb11Al14Si10(AgO16)3
-586.06872954,Ca10P6SO24
-915.82780522,Gd2Ti2O7
-1217.65002211,Pr16Si16N27Cl3O14
-806.70093458,Sr14La6Mg3Ti17O60
-389.63776783,Al6Bi24Cl23
-1141.79426702,K2YTi(PO4)3
-1316.93791884,LiCa9Mg(PO4)7
-1170.3140236,Th2(Mo3S4)5
-948.1397018,Ba32Sb7Pb25O96
-335.99886116,NaCaAlSi2O7
-261.08847662,K4Mg2H16S4O23
-232.17535272,Na3Al2P2O8F3
-562.32613047,Al2Cd(Si5O12)2
-668.62162854,NaSm9Si6(SO12)2
-292.84175112,Al3H36C12N3F4
-597.13090166,Ca10P6ClO24F
-667.38586414,NaPr9Si6(SO12)2
-226.45558192,In2(PSe3)3
-297.81466819,Na5Zr4Si3(PO8)3
-572.5337303,K6Al11Si13Ag5O48
-367.84943547,Yb9(Fe3S10)2
-584.73729206,RbNa10Al11Si13O48
-474.89640858,Sr16Cu8BC7O40
-411.27687401,Ca8MgSi4(ClO8)2
-769.38199757,SrNd10Se12(Cl2O9)4
-430.29760703,Na3MgAlSi7O18
-471.60858501,CaPr2Ti2ZnO9
-1141.26522456,K15Nd7Zr9(PO4)24
-538.19693618,TaTi9Al3Zn23O48
-760.59232808,AlPO4
-765.01620557,Nd10Si10N17ClO9
-683.28097801,YAl6Si30(N15O)3
-1126.43194553,Rb16Er7Ti9(PO4)24
-1037.47359901,DyZr9Si9PO40
-817.04520668,Ca9LaTi10O30
-438.13092473,KMg4Al9(SiO4)9
-256.87283991,CeBeSiHO5
-441.96126269,Ba(Hf2As3)6
-658.63911999,Ba2La3Si3O12F
-166.31802828,Rb2PH3SeO8
-526.58135494,Ca6Ga6Si3(HO12)2
-382.84733633,Y2BeAlBO7
-404.78652374,Na3Sr4Nd3Ti10O30
-46.12120226,KCaCO3F
-140.9404694,Nd3O2F5
-578.41041919,Ca4Al11Si13(AgO16)3
-271.82645349,CaNb2Ga2(CuO4)3
-1075.2052275,Rb2YbTi(PO4)3
-87.77570028,NiH6C2(SN2)2
-27.60533398,InAgSe2
-38.35365919,Fe2NiSe4
-579.7933437,Sr5Al11TlSi13O48
-199.26300755,Na3TlH24(ClO2)6
-545.41556643,Sr2La14Mg4(Ga4O15)3
-310.96880438,LaTiAlPbO6
-740.16482968,Na7AlSn11(PO4)18
-337.70536406,NaCaAlSi2O7
-547.133254,Sr5Li25La7(BiO6)8
-181.32715668,Ag2H21N7(ClO4)2
-554.11286274,Ba3LiTi5Nb3O21
-286.04919471,K2Nb6Ag(PO8)3
-413.53306937,Ca2Al2Si(HO4)2
-63.58020901,Ca5FePb3
-170.45817533,YTi2CdO6F
-305.33584347,Al6ZnP4(H4O7)4
-252.48587731,Sr7LaCu4(BiO3)8
-292.08253134,MgTiNb2(PbO3)4
-206.65154439,TmMoO4F
-143.55048346,TmCoO3
-206.96629989,DyMoO4F
-246.16262612,LiCo(PO3)4
-355.72584379,UV2O8
-220.02470624,EuMoO4F
-344.13165963,ThCr(IO5)2
-170.52405916,FePO4
-267.00715193,Fe2O3
-59.51340142,KBe2BO3F2
-228.31367936,Ba7Ca2Mn5O20
-255.13528473,Li4Ni7(PO4)6
-142.89144445,Sr2CoReO6
-232.29702105,Co(PO3)4
-152.11921896,LiFeP2O7
-122.54945407,YbCoO3
-310.0638505,Co2TeBr2O3
-522.2919939,Hf(MoO4)2
-704.14199843,Rb2U2Mo3O16
-172.49966278,Sm2Mo2O7
-101.44463719,Cs2NaVF6
-144.73827006,V2Cu2O7
-245.24871302,ThCd(MoO4)3
-250.37594067,Co5Te4(ClO6)2
-153.00266545,K3SiN(OF2)3
-609.58090958,LiFe(PO3)5
-349.11864222,NdReMoO8
-140.47862371,TcPbO3
-88.274699,Rb2MnF6
-243.22545077,Cr(PO3)4
-228.38235305,MnSb2Pb5O11
-242.0357652,Li2Mo(PO3)8
-159.85939317,P2WO8
-535.69452424,K5YNi2(NO2)12
-545.01533268,K5YCo2(NO2)12
-548.38088151,K5CeFe2(NO2)12
-250.66112092,NiP2O7
-116.07796727,CaAlSiO4F
-396.98849007,BaNa2Al4(SiO4)4
-64.07572354,Ba2CaCu2HgO6
-338.77820805,Sb2OsC6(OF2)6
-118.80431188,Cs2LiCo(CN)6
-81.00316394,Ba2CaTl2(CuO4)2
-93.98658488,Al2NiO4
-334.1646788,Sb2RuC6(OF2)6
-371.41080053,Na6Mg2C4SO16
-49.14429651,Cs2KMoF6
-161.93088374,InCu(WO4)2
-138.36616274,Ba4PrMn3O12
-148.73460863,La4FeSe6O
-236.20449178,Rb2NaCo(CN)6
-153.301934,Ce4FeSe6O
-180.58986468,P2O5
-314.63110786,Cs4U2V2O13
-253.36236122,NiP2O7
-224.82219311,CaBePO4F
-267.28754553,Li2Mn(PO3)4
-243.76873244,Cr(PO3)4
-35.14735624,Cs2NiF6
-317.03544578,Na3DyTi2Nb2O12
-252.48273028,LiV(PO4)2
-246.47591384,V(PO3)4
-167.15718239,Li2CrP2O7
-334.39887558,LiMn2(PO3)5
-161.58207344,CoPO4
-161.09084463,CoPO4
-129.56480837,Li2Co(PO3)4
-133.53124589,Li2Mn(PO3)4
-159.64103366,Li2Fe3(P2O7)2
-241.60905712,Mn(PO3)4
-187.67872156,LiNi(PO3)3
-200.00250734,LiCr(PO3)3
-178.1813645,CrPO4
-265.77496595,CoP2O7
-188.04469934,Mn(PO3)3
-126.82563186,LiMn(PO3)4
-167.04605735,Li2MnP2O7
-232.45319822,Co(PO3)4
-171.71559375,Li2Fe(PO4)2
-254.81120621,LiMn(PO3)4
-149.54136998,LiFeP2O7
-187.60769374,Li2Fe5(PO4)4
-176.09094395,MnPO4
-137.55724185,FeP2O7
-200.48312497,LiMn(PO3)3
-311.7350526,LiMnP2O7
-18.86539643,Sm
-87.49421477,P4S5
-122.36732428,LiCo(PO3)4
-176.50103034,CrPO4
-127.26354731,NiP2O7
-510.37834046,Mn4P7O24
-275.45777878,FeP2O7
-49.07661718,Cr2HO4
-107.22695763,Ti(FeO2)2
-89.64870608,Mn3Cu3O8
-116.19559998,Ca2Fe2O5
-299.95347744,Mg3V2O6
-41.42902217,CrSbO4
-57.98189751,Rb6Fe2O5
-51.03155578,VMoO5
-187.49531893,Co5(Bi2O5)4
-60.99854645,H(WO3)2
-79.11638222,Co2CuO4
-184.48258169,K(WO3)6
-111.54399512,Mn2TcO4
-154.18362288,Ti3Fe5O12
-117.03604653,La3(MoO5)2
-85.12910626,Zn(FeO2)2
-173.14959372,Nd2Mo2O7
-189.56258396,BaW6O19
-89.70439474,Fe2CoO4
-174.75293925,V5Fe3O16
-95.1567421,Mn2CuO4
-172.34923429,BaMnO3
-375.07534058,Ti3Fe7O15
-91.56358455,Co2RuO4
-229.33786461,Mg4Al3(HO)17
-142.11818933,Li(CoO2)8
-477.40097558,Li9Mn20O40
-197.0560875,YbV4O8
-1413.32185325,KC2S2N(O2F3)2
-858.21446585,Na2Nb18Tl7(PO8)9
-92.20742218,Zr2Cr2F3
-334.9029276,Lu4V4O13
-624.29916923,Ca2Al4Si4H18O25
-451.61011145,Na2Ca4ZrNbSi4O17F
-271.22570196,Na(CoO2)8
-564.39714182,Rb5(W4O15)2
-938.63769741,La11Mn12O36
-841.06391612,Na3MgZr(PO4)3
-282.60017066,Li7Mn11O24
-338.29964663,Ta2MnO6
-299.90789226,LiMn4(PO4)3
-229.63921408,BaLa2Mn3O9
-100.18727736,V(FeO2)2
-80.35642718,Ga2NiO4
-51.0654239,NbCrO4
-129.99772222,Na3(WO3)4
-130.07450408,Na3(WO3)4
-49.46531446,Cr2HO4
-160.16425901,DyMnO3
-96.93455262,Co2TcO4
-50.04658435,TiVO4
-104.94276886,LiMnO2
-234.91528983,Ti5Fe7O18
-103.24130871,LiMoO2
-92.25379139,Fe5SnO8
-88.39279031,Co5RuO8
-64.57545233,Li2NiF4
-89.87098052,ZnFe5O8
-105.80382457,Li3V4O8
-263.76212599,Ta2Mn4O9
-103.7089721,K10Co4O9
-31.9070357,MnPbO3
-342.46181796,La(WO3)11
-87.48435226,K2CoH2(SeO5)2
-54.32271423,Sr2Co2O5
-100.83592498,La2NiO4
-54.91912899,Na(CoO2)3
-102.47440556,Ti(CoO2)2
-95.31607242,Mn2CuO4
-29.84100736,K3CrF3
-32.42145987,Mo2Cl4O
-94.63025833,Mn2NiO4
-59.50944611,K6Fe2O5
-78.30234502,MnCO3
-43.106246,VCl2O
-100.93977,Mn2SnO4
-150.12598264,Li7(NiO2)8
-372.01900676,V8Ni2O15
-183.31067508,Li2Co4O5
-213.60297253,La5Mn5O18
-89.69564758,Fe5CuO8
-55.02649391,K3FeF3
-63.54782698,Na(WO3)2
-243.64048145,Sr4Fe4O11
-188.80365731,Co2Bi11O20
-230.12108918,Co3(AsO4)2
-39.52353624,CrNiF6
-120.14074422,Tl2SO3
-60.82465913,Li4WO5
-186.99806096,Mn2NiO4
-87.30196622,Ga2FeO4
-219.51288584,TiNiO3
